test,instruction_type,instruction,name,ade1s,ade2s,ade3s,ade
398,d,Overtake the vehicle in front of you once they hand gesture to you to pass,398,1.9128313538389528,3.70297380247595,4.925874198005931,3.5138931181069446
398,sd,Shift to the opposing lane to pass the white car and then move back to the right lane,398,2.158723230241688,3.951697132394053,5.311695393238923,3.807371918624888
398,d,go around moving vehicle,398,1.8620980819787047,3.630168327307543,4.795918918059615,3.4293951091152883
398,d,swerve around the car in front of you,398,1.621247652862046,3.392123676023636,4.384237176316017,3.1325361684005664
399,d,Do not take a right turn until all cars have passed.,399,0.3128257664331683,0.3358355184888417,0.538725847655182,0.395795710859064
399,s,stop at the intersection,5,1.1106112846947274,2.2598326709361065,2.649545077727301,2.0066630111193784
400,d,Do not take a right turn until all cars have passed.,399,0.3128257664331683,0.3358355184888417,0.538725847655182,0.395795710859064
401,s,turn right at the intersection,50,2.261853483764825,4.128195163451462,5.3662636627521145,3.918770769989468
401,,turn right ,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
401,sd,Take a right turn after all the cars have passed and then continue down the road,401,1.99628017955462,6.18975113742722,7.568929673375068,5.251653663452303
401,d,Make the right turn at the intersection once all vehicles have passed.,401,2.447651820101701,6.6599673800875365,8.378103342834976,5.828574181008071
401,,turn right,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
405,s,turn right at the intersection,50,2.261853483764825,4.128195163451462,5.3662636627521145,3.918770769989468
405,s,Make a right turn at the intersection and stay on the leftmost lane.,405,2.668730491931957,3.3167859629866987,4.709551952400882,3.5650228024398465
405,,turn right,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
405,s,Shift to the right lane and then take a right,405,2.852068388962149,3.948190674013481,5.451407812876938,4.083888958617522
405,,turn right at the intersection ,50,2.261853483764825,4.128195163451462,5.3662636627521145,3.918770769989468
408,s,go around road obstruction,200,1.707222727756533,2.192837618287353,2.7913736002489946,2.230477982097627
408,ds,"Switch to the right lane when you see the vehicle in front of you has emergancy blinkers on, then switch back to the left lane once you have passed",408,3.031126342603603,4.3127129319121424,6.221571416933836,4.521803563816527
408,s,Slow down behind the gray car and then shift to the right and pass the gray car then move back to the left lane,408,2.621271494018552,4.083336077295287,6.028073879176234,4.244227150163358
408,s,drive around the stopped gray car,408,2.88728468183488,4.056387739614253,5.78568044087251,4.243117620773881
414,,Make a right turn,328,1.1612226622331676,3.3707450758817843,4.057981589953576,2.863316442689509
414,s,turn right at the intersection,50,2.261853483764825,4.128195163451462,5.3662636627521145,3.918770769989468
414,,Turn right into the connecting street and follow the white van,414,1.1625977276948656,4.267503188126405,5.412065593920548,3.614055503247273
414,,turn right,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
414,s,Take a right turn and continue down the road,414,0.9385679784471896,3.8791273060026015,4.759430361206826,3.1923752152188727
415,s,tn right at the intersection,415,1.4786424153798905,3.784391497165233,4.413914794518872,3.225649569021332
415,s,Take a right turn and continue down the road,414,0.9385679784471896,3.8791273060026015,4.759430361206826,3.1923752152188727
417,s,Shift to the opposing lane to pass the white car then move back to the left lane,417,1.385332798730816,3.70116237288277,4.420377489345427,3.168957553653004
417,s,"Before approaching the parked white vehicle in front, switch to the right lane and after passing switch back to the left lane",417,1.085675585193152,3.321527713839924,3.7840364121973393,2.730413237076805
417,s,swerve around the parked car,273,1.5338632065043682,3.9984547149996,4.73009008051558,3.4208026673398493
417,s,drive around the parked white van when there are no incoming vehicles,417,1.3940721816933703,3.670124637748072,4.283555742583814,3.1159175206750853
417,s,go around road obstruction,200,1.707222727756533,2.192837618287353,2.7913736002489946,2.230477982097627
418,s,stay on the current road,418,1.1880807711226598,2.1554538953840403,1.742778782544495,1.6954378163503985
419,s,Stop at the stopsign,419,1.531659487511042,4.423640949250962,5.377997278303106,3.777765905021703
419,s,complete the left turn then stop at the intersection,419,1.5244387303361462,4.449810556757997,5.43997624496906,3.804741844021068
419,s,Stop at the stop sign,419,1.245328824961678,4.0909916452946575,4.853977199877444,3.3967658900445934
420,,keep to the left and stay in the left turn only lane,420,,,,
420,s,"follow the road, then stop at the intersection",194,1.6991479553596445,3.1281804462841807,4.2010466273162095,3.009458342986678
420,,turn left,2,1.8057551074283016,4.234020381573412,5.393727931801111,3.811167806934275
420,s,Switch to the left lane when it appears,17,1.8209076974406424,2.352679825686568,2.8401196663353376,2.337902396487516
421,,Make a left turn,54,0.7360574985338388,4.608907555799985,5.189029539038546,3.511331531124123
421,s,turn left at the intersection,2,1.7702882633229389,4.183188343848892,5.285939176893825,3.746471928021885
421,ds,Stop right before the tollgate if it is closed and continue when it opens,421,1.4646966595311026,3.5686937823939577,4.558202257256791,3.197197566393951
421,s,Take a left turn at the end of the street,351,1.5700462867556886,2.9004193133480345,3.4710300167311887,2.6471652056116373
421,,turn left ,2,1.8057551074283016,4.234020381573412,5.393727931801111,3.811167806934275
421,,turn left ,2,1.8057551074283016,4.234020381573412,5.393727931801111,3.811167806934275
422,d,"Briefly switch to the right lane to avoid the cars in front of you, then switch back to the original lane.",347,2.077828335476886,3.94270836807238,4.943293777420441,3.654610160323236
422,s,drive around the parked car,422,1.4853267514964488,2.4655722282908528,3.0010272120878883,2.317308730625064
422,s,Shift to the right to pass the parked black car then head to the intersection,422,1.5158670542282626,2.461109596059148,3.03646397969946,2.337813543328957
422,s,go around the road obstruction,422,1.3379872441583598,2.5053520922293275,3.0248749523909924,2.2894047629262264
423,,turn left,2,1.8057551074283016,4.234020381573412,5.393727931801111,3.811167806934275
423,s,"stop at teh intersection, then turn left at the intersection",423,2.427090697480068,4.649033425880539,6.5655743773794,4.547232833580002
423,ds,Stop at the intersection and make a left turn when it is clear,423,2.060939203016294,4.322606085543671,6.107861045910152,4.163802111490039
423,sd,Wait for the cars to pass then take a left turn,423,2.2007358016055,4.424004754438238,6.238311546983934,4.287684034342558
423,,turn left at the intersection ,2,1.7702882633229389,4.183188343848892,5.285939176893825,3.746471928021885
425,s,"turn left, then turn left at the next intersection",425,1.43191138469542,2.187511575367046,2.800446200313364,2.139956386791944
425,d,turn left at the fork in the road and turn left where the bus is coming from,425,1.501486955402198,2.3878065364599785,3.1089657176345304,2.332753069832236
425,,Make a left turn,54,0.7360574985338388,4.608907555799985,5.189029539038546,3.511331531124123
425,,Make a left turn again,425,1.3617558506962424,2.1660772876471617,2.7593511420810435,2.095728093474816
425,,turn left,2,1.8057551074283016,4.234020381573412,5.393727931801111,3.811167806934275
425,s,Take a left turn and then merge on to the lane,425,1.047526553199823,2.423100339506692,3.2011230390568928,2.223916643921136
426,,turn left,2,1.8057551074283016,4.234020381573412,5.393727931801111,3.811167806934275
426,,complete the left turn,426,1.3354955068882346,4.165375899407351,5.073793952854554,3.524888453050046
426,s,Take a left turn and then continue on the road,426,1.2143255276136018,3.7761415009988273,4.509087642928482,3.16651822384697
426,,turn left here and continue,915,1.316938429101689,4.924653083913452,5.254604545145662,3.8320653527202673
427,d,stop behind the car in front of you,427,1.2167341171566564,1.521426355849821,2.1525067836771843,1.6302224188945538
427,s,get behind the car ahead of you,427,1.2107481360047831,1.7616992832496468,2.437977099314573,1.8034748395230007
428,,turn right,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
428,,continue on the road and keep right,428,1.3068142712824249,3.9123337889038288,4.767123540257005,3.328757200147753
428,,slight right at the fork and continue straight ,428,1.959102587849065,4.646282747757351,6.029666074218492,4.21168380327497
428,d,continue moving forward when the bus goes out of th way,428,1.2785036923603903,3.888808226163994,4.785734433439767,3.317682117321384
429,s,Take a right turn and then continue on the road,429,1.2158788405851837,2.865997571987095,3.1619811440047774,2.4146191855256856
435,s,turn right at the intersection and merge onto the far left lane immediately,435,2.2025088596493747,3.378021551676393,4.919791101180708,3.500107170835492
435,,turn right at the intersection and merge into the left turn lane,435,2.0943324278089848,3.191715632898778,4.623397630605998,3.303148563771254
435,,turn right,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
435,d,turn right once the car passes then stop of the next intersection,435,1.7915374954054262,2.9441638546750166,4.209022680521832,2.9815746768674245
435,s,Stop at the intersection then take a right then stop at the stoplight,435,1.718200069278698,2.841726577301438,4.075656177727976,2.878527608102704
435,ds,Make a right into the far left lane after the car on the left has crossed the intersection.,435,1.761984428710104,3.007824472954959,4.276487712139319,3.015432204601461
436,s,Take a left and then shift to the right lane and stop at the stoplight,436,1.0856576172768264,2.893564638006933,3.601101998650168,2.526774751311309
436,sd,turn left here and when no approaching cars merge onto the right lane,436,1.0296389003099098,2.638813917522446,3.386056679611644,2.3515031658146666
436,d,complete the left tunr and stop behind the parked car,436,0.9974614300884938,2.656923849441489,3.420039619272946,2.3581416329343097
436,,turn left,2,1.8057551074283016,4.234020381573412,5.393727931801111,3.811167806934275
436,,turn left at the intersection and merge into the right lane,436,0.9766630750111572,2.7730038436111544,3.657396736957745,2.4690212185266853
436,s,Turn into the far left lane.,436,1.0465356156801555,2.5742575884972525,3.312331984804266,2.311041729660558
436,d,Switch to the right lane after the black car on the right has passed.,436,1.0816398178419155,2.788326596668183,3.5299635203787245,2.466643311629608
440,s,Come to a stop at the red stopsign.,440,0.8005513419101961,3.476933108519124,3.5651509940805943,2.614211814836638
440,s,stop at the stop sign,440,0.4282596332787268,2.9476161112631587,2.6778624721263347,2.017912738889407
441,,slide into the right lane,305,2.221148438794873,2.4705947766736385,3.656805812956762,2.7828496761417583
441,,merge onto the right lane,441,1.7923640183879663,4.735771275893181,5.880207033808906,4.136114109363351
441,s,Stop at the stop signs then continue ,441,1.89052621767378,4.802875049401527,5.90578356594623,4.199728277673845
441,s,"After crossing the intersection, change to the right lane.",441,1.8047079684000769,4.75531272326096,5.847484940572315,4.1358352107444505
441,,switch to right lane,441,1.816256449242982,4.761963072874946,5.851860652922476,4.1433600583468015
443,d,drive around the stopped black truck ahead of you when there are no approaching cars from the other lane,443,0.8448654777285195,1.0546716137687513,1.68689782988366,1.1954783071269768
443,s,go around road obstruction,200,1.707222727756533,2.192837618287353,2.7913736002489946,2.230477982097627
443,sd,when there are no approaching vehicles drive around the stopped truck,443,5.346687468387469,5.02149440892615,7.212537329157921,5.860239735490514
443,d,"stop behind the stopped truck, then swerve around the truck, avoid hitting oncomig traffic",443,1.1153443671713863,1.3700702526277164,2.273543656573944,1.5863194254576822
443,sd,Stop behind the truck and then wait for the opposing cars to pass then pass the stopped truck,443,1.193007300536579,1.4296942675912143,2.333193448866091,1.6519650056646284
443,ds,"Once all cars from the left side pass you, briefly go onto the left lane to go around the stopped vehicle in front.",443,2.120646934264588,2.4296004836547294,4.461106090541445,3.003784502820254
446,,turn left at the intersection and left again at the next intersection,446,1.6532290831255092,3.02902238999504,4.324194124208126,3.002148532442892
446,,Make a left turn at the intersection,70,1.827678593905108,3.38010802855693,4.12085016913152,3.1095455971978527
446,s,"make a left turn at the intersection, then make another left turn at the next intersection",446,1.8355540447098848,3.25464253251318,4.690954049924914,3.26038354238266
446,s,Turn left and then take the next left,446,1.7641063290221242,3.201635910465685,4.529187511726414,3.1649765837380746
446,,Make the next left turn possible,446,1.587499913099213,3.126603660144321,4.313665594761228,3.0092563893349205
446,,turn left and turn left again at the intersection ,446,1.3268460813060825,3.0315362172665345,4.075291273690972,2.8112245240878635
446,,"turn left, turn left",385,1.358612552509196,4.978426990051527,5.677865862168487,4.00496846824307
447,,turn left here,134,1.931156019616845,3.582381945068356,5.252401409600409,3.588646458095204
447,,turn left into the parking lot,447,2.4982712345798457,3.367007832026645,5.194430572844829,3.686569879817106
447,,turn left,2,1.8057551074283016,4.234020381573412,5.393727931801111,3.811167806934275
447,d,Make a left turn once all vehicles from the left side have passd.,447,2.437681469149147,3.242988586228601,4.969081289089429,3.5499171148223923
447,sd,Take a left after waiting for the cars to pass,447,2.928739418967151,3.538874922481236,5.48657605737186,3.9847301329400815
447,d,"turn left, wait for the oncoming traffic to stop, then complete the left turn",447,3.057322454384056,3.571235225417566,5.249214136440046,3.959257272080556
448,s,move into the left lane,448,0.7632517994905861,3.0739783363952826,3.00875455704186,2.2819948976425763
448,s,follow the road to the left,448,0.6114191219279834,2.8415280981933653,2.6044678842633124,2.0191383681282207
449,s,Turn to the left at the dead end,449,,,,
449,s,Make a left turn when the road comes to an end.,449,1.2476800866092443,1.6291890485204106,1.71574434476839,1.530871159966015
449,s,turn left at the end of the road,125,1.993852367357574,2.942524045292143,3.0625609280113983,2.6663124468870385
449,s,turn left near the barricades,449,1.5717237480449655,1.6600732617704297,1.965943525499048,1.7325801784381476
449,,continue on this road turn left at the end of the road,449,1.120636533049849,1.7497306307850902,1.8175958182179728,1.5626543273509703
449,,turn left,2,1.8057551074283016,4.234020381573412,5.393727931801111,3.811167806934275
451,s,Take a right turn and then continue down the road,391,0.9738224857088728,3.865230552748462,3.2990284462360044,2.7126938282311133
451,,turn right at the intersection ,50,2.261853483764825,4.128195163451462,5.3662636627521145,3.918770769989468
451,,turn right,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
451,s,turn right at the intersection,50,2.261853483764825,4.128195163451462,5.3662636627521145,3.918770769989468
452,,turn right,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
452,,Make a right turn,328,1.1612226622331676,3.3707450758817843,4.057981589953576,2.863316442689509
452,s,Stop at the stopsign,419,1.531659487511042,4.423640949250962,5.377997278303106,3.777765905021703
453,,turn right,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
454,,turn left at the stop sign ,173,1.4531391428187828,3.320014506641185,4.079889799504678,2.951014482988215
454,,turn left,2,1.8057551074283016,4.234020381573412,5.393727931801111,3.811167806934275
456,s,Make a right turn at the intersection,369,1.571442209748942,2.877860883690172,4.190472228395018,2.8799251072780443
457,s,Stop at the stop sign,419,1.245328824961678,4.0909916452946575,4.853977199877444,3.3967658900445934
457,s,Stop at the stopsign,419,1.531659487511042,4.423640949250962,5.377997278303106,3.777765905021703
457,,turn right,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
458,,turn left,2,1.8057551074283016,4.234020381573412,5.393727931801111,3.811167806934275
458,s,turn left at the stop sign,173,1.4531391428187828,3.320014506641185,4.079889799504678,2.951014482988215
461,,turn right,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
461,,turn right at the intersection,50,2.261853483764825,4.128195163451462,5.3662636627521145,3.918770769989468
461,s,turn left at the intersection,2,1.7702882633229389,4.183188343848892,5.285939176893825,3.746471928021885
474,s,slide into the right lane,305,2.221148438794873,2.4705947766736385,3.656805812956762,2.7828496761417583
474,s,drive around the parked car,422,1.4853267514964488,2.4655722282908528,3.0010272120878883,2.317308730625064
475,,turn right,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
475,,turn right at the intersection,50,2.261853483764825,4.128195163451462,5.3662636627521145,3.918770769989468
475,,Make a right turn at the intersection,369,1.571442209748942,2.877860883690172,4.190472228395018,2.8799251072780443
475,s,turn right at the intersection,50,2.261853483764825,4.128195163451462,5.3662636627521145,3.918770769989468
476,,turn right at the intersection,50,2.261853483764825,4.128195163451462,5.3662636627521145,3.918770769989468
476,,turn right,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
476,s,turn right at the intersection,50,2.261853483764825,4.128195163451462,5.3662636627521145,3.918770769989468
500,,Make a left turn at the intersection,70,1.827678593905108,3.38010802855693,4.12085016913152,3.1095455971978527
500,ds,Turn left ,19,1.0753232612568933,2.1649460560844465,2.825992638819854,2.022087318720398
500,s,turn left at the intersection ,2,1.7702882633229389,4.183188343848892,5.285939176893825,3.746471928021885
500,s,turn left at the intersection,2,1.7702882633229389,4.183188343848892,5.285939176893825,3.746471928021885
500,,turn left,2,1.8057551074283016,4.234020381573412,5.393727931801111,3.811167806934275
502,,turn right,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
502,,turn right at the intersection,50,2.261853483764825,4.128195163451462,5.3662636627521145,3.918770769989468
505,d,Follow the vehicle ahead,158,1.518775991429211,2.2096938923171323,2.904791753895908,2.211087212547417
510,,turn left,2,1.8057551074283016,4.234020381573412,5.393727931801111,3.811167806934275
510,s,Take a left turn at the dead end and then continue down the road,510,1.7013232812149643,4.995614910430502,6.4179502541612825,4.371629481935583
510,,turn left,2,1.8057551074283016,4.234020381573412,5.393727931801111,3.811167806934275
510,,Make a left turn and go straight,510,1.63262614824206,4.885816710828578,6.228540266425816,4.248994375165485
510,,turn left here,134,1.931156019616845,3.582381945068356,5.252401409600409,3.588646458095204
510,s,Make a left turn,54,0.7360574985338388,4.608907555799985,5.189029539038546,3.511331531124123
510,,take a left here,510,2.2437569071334704,5.537090240773272,7.255347156829977,5.0120647682455735
512,,turn right,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
512,,keep right and take the first right,512,1.7026572536973783,2.662810936451034,3.289244325443542,2.5515708385306515
512,s,Take a right turn and then continue down the road,391,0.9738224857088728,3.865230552748462,3.2990284462360044,2.7126938282311133
512,,turn right,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
513,s,Make a right turn,328,1.1612226622331676,3.3707450758817843,4.057981589953576,2.863316442689509
513,s,Take a right turn and then continue down the road,391,0.9738224857088728,3.865230552748462,3.2990284462360044,2.7126938282311133
513,s,turn right at the intersection,50,2.261853483764825,4.128195163451462,5.3662636627521145,3.918770769989468
513,,Make a right turn and go straight,65,1.823304437470577,5.460137545136118,6.72248972496231,4.6686439025230015
513,,turn right,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
514,ds,"When the stoplight is green, attempt to make a left turn while",514,0.5610908389532929,0.9909752004047117,1.3586921948198414,0.9702527447259484
514,d,wait for the oncoming traffic to pass,514,0.573589915061617,1.0090211556415916,1.4025859680422958,0.9950656795818348
514,,turn right,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
515,s,Stop behind the gray car,515,1.4685614142408137,2.9900576052634507,2.985829277284619,2.4814827655962945
515,s,go straight and stop behind the parked car,515,1.5131727557748011,3.291954746232289,3.4011602135144456,2.7354292385071783
517,d,follow the gray car until the intersection and then continue going straight,517,1.364932463643488,4.007323638694827,4.474749563715229,3.282335222017848
518,,Make a left turn at the internsection once it is clear.,518,1.2982389804387002,2.120476465471264,2.6702028549493706,2.0296394336197783
518,d,"stop at the intersection, turn right and then swerve around the car to go straight",518,0.887810101815083,2.0690135768737736,2.485519261696741,1.814114313461866
518,d,"turn left, go around the vechile",518,0.935277403283954,2.012174395323604,2.479117181669272,1.808856326758944
518,sd,turn left when there are no approaching vehicles ,518,0.985766481699615,1.9484462927842752,2.415478976640513,1.7832305837081346
518,sd,take a left turn and then shift to the left slightly and stop behind the people unloading the car,518,1.2386366162050837,2.191436546321189,2.7067326824595503,2.045601948328608
521,ds,Slow down before the crosswalk to allow the pedestrians to cross,521,1.3132712257925818,2.580848226042173,2.5780300140538635,2.157383155296206
521,d,Slowdown to allow the people to cross the crosswalk,521,1.5613598167074447,2.398344915632012,2.576857384198182,2.1788540388458792
522,s,Take the roundabout and then continue going straight,522,0.6875458533324775,4.16640107316724,4.249091990537746,3.034346305679154
523,d,follow the car ahead through the roundabout ,523,1.2053274510496828,3.4739245549718047,4.244356413315701,2.974536139779063
524,d,Switch into the right lane before appraoching the car ahead of you,524,1.149959093016932,3.0219162496298764,2.8441936607088447,2.338689667785218
524,,go straight,44,2.8623020140996327,4.850816414687017,6.467439442197707,4.726852623661452
524,d,Shift to the right of the white car and then continue going straight,524,1.152684163533046,3.010990797598487,2.8044287626220563,2.3227012412511967
525,,turn right,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
525,s,Take a right and then continue going straight and shift to the opposing lane,525,0.9996361247364044,2.6482354159509427,3.3893938455205253,2.345755128735957
525,,Make a right turn and go straight,65,1.823304437470577,5.460137545136118,6.72248972496231,4.6686439025230015
525,s,turn right at the intersection,50,2.261853483764825,4.128195163451462,5.3662636627521145,3.918770769989468
526,s,Shift to the opposing lane to avoid the cars on the right,526,1.267030070041253,2.3788395872309804,2.6950944864504462,2.1136547145742264
527,s,Go straight and then stop right before the yellow truck,527,0.7679729228478827,4.3522106587550855,4.336201681537048,3.1521284210466725
528,d,drive around the parked yellow truck when there are no approaching cars,528,1.6339476098096224,4.331825352059348,5.539155839553534,3.834976267140835
528,s,Move to the left of the yellow truck and then go back to the right lane,528,2.266356419727365,5.269431896173756,6.962921956148162,4.832903424016428
528,d,"wait for the black car to pass, then pass the truck and slide into the right lane",528,1.862213922535685,4.808174704508747,6.178320716855199,4.28290311463321
528,s,Briefly go to the left side of the road to avoid the parked vehicle in front,528,2.133181283743018,5.034275567767244,6.643599607264669,4.603685486258311
528,s,go around the vehicle obstructing the road,528,2.040302055154934,4.883345525702532,6.344152283826018,4.422599954894495
529,s,Stay on the left sides of the lane to avoid hitting the cars on the right side,529,1.5223795215343758,1.4388555911225125,1.944142323336482,1.63512581199779
529,s,Shift slightly to the opposing lane to avoid the cars parked to the right and then continue going straight,529,1.2355086254532006,1.3744786371657955,1.7034267252849329,1.437804662634643
530,,Stop at the stopsign,419,1.531659487511042,4.423640949250962,5.377997278303106,3.777765905021703
530,s,Shift to the opposing lane to avoid the cars on the right and stop at the stop sign,530,1.7516583650646496,2.7528066020814617,3.621060689377692,2.7085085521746013
530,s,stop at the intersection,5,1.1106112846947274,2.2598326709361065,2.649545077727301,2.0066630111193784
531,s,Make a right turn and change one lane to the left,531,2.225107054144919,5.899077346196279,7.3698967878800925,5.164693729407097
531,,turn right,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
531,,turn right,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
531,s,Take a right turn and then continue going straight and shift to the left lane,531,2.1194736375452288,5.79788317290574,7.231881854877951,5.0497462217763065
531,,Go into the left most lane when you see the markings on the row,531,1.9949576814414125,5.570219812740854,6.903627687569967,4.822935060584078
531,,Make a right turn and go straight,65,1.823304437470577,5.460137545136118,6.72248972496231,4.6686439025230015
532,s,Stop at the intersection and allow the other cars to pass,532,1.0850028372457536,1.168330624204216,1.927307833979616,1.3935470984765284
532,,stop at the intersection,5,1.1106112846947274,2.2598326709361065,2.649545077727301,2.0066630111193784
533,s,"stop at the intersection, then continue to go straight",533,2.138603444309463,3.255039959312307,4.675243376719024,3.3562955934469314
533,s,Stop at the intersection and then continue going straight and take a slight left,533,2.095977326853161,3.124031652416605,4.563431474927309,3.261146818065692
534,s,Move to the center of the lane and then back to the right lane to avoid the white truck,534,2.4807985598331648,4.178584024204102,5.780081739985725,4.146488108007664
534,s,"Continue straight. Cautiously go around the truck to proceed straight, going into the oncoming lane shortly",534,3.08650579814748,4.460454743992883,6.447550367908012,4.664836970016125
534,s,drive around the parked truck and continue ,534,3.3433797729931447,4.821159659833729,6.98590559407189,5.050148342299589
534,s,swerve around the parked truck,534,2.5496680210778675,4.098024732044379,5.73559860479511,4.127763785972452
534,s,Briefly go on the left side of the road to pass the parked vehicle on your lane,534,3.0379152734577555,4.406509862340549,6.170741788550915,4.538388974783073
535,,Continue to the intersection while going around the construction debris,535,1.6096549707685823,2.538793358402602,3.2808107354039966,2.476419688191727
535,s,Take a left turn and then shift slightly to the left to avoid the construction zone,535,1.5823740874483785,2.326189273802924,3.051829740176726,2.3201310338093424
535,s,avoid the traffic cones.,535,1.680435669846721,2.3581398591339284,3.0337632525340537,2.357446260504901
535,s,go around the road obstructions,535,1.7335945838655191,2.377749258166176,3.149458348073884,2.42026739670186
536,d,Make a right turn when the stoplight turns green,536,5.9125665857082055,7.13025198050188,11.137078439252845,8.059965668487642
536,d,Wait for the lights to turn green and then take a right turn,536,1.3885728430648423,2.59119145279903,3.6383955429268298,2.539386612930234
536,s,turn right at the intersection,50,2.261853483764825,4.128195163451462,5.3662636627521145,3.918770769989468
536,s,"when the signal turns green, turn right on the intersection",536,1.4954047747121095,2.6961265992866985,3.741060128868523,2.644197167622444
536,,turn right,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
536,d,Make a right turn when the light turns green,536,1.487130982171556,2.698942448412544,3.8640074938590288,2.683360308147709
537,d,Move to the curb to allow the gray car to pass and then continue going straight,537,1.5381751370507295,1.8793708263564424,2.6792119529827567,2.032252638796644
537,d,merge into the bike lane to let the car behind pass,537,1.147798388731488,1.9108754658104736,2.694033594488821,1.917569149676928
537,d,let the car behind you pass in front of you by pulling over to the side and then continuing back on to the road,537,1.7385904671364243,2.369025956307569,3.286802453690129,2.4648062923780407
537,d,"Briefly turn to the right into the bike lane to let the car behind pass, and then merge back into the lane",537,1.564798836398145,2.05875327879101,2.9305158909531186,2.184689335380758
537,ds,"enter the bike lane, let teh black car pass, then re-enter the road",537,1.4601511614535017,2.179867220139791,3.074646347300574,2.238221576297956
537,d,"Briefly go on the right side of the road to let the car behind you pass, then go back into the lane.",537,1.6609708116641575,1.951250814456618,2.845202280229364,2.1524746354500466
538,s,Make a right turn at the intersection,369,1.571442209748942,2.877860883690172,4.190472228395018,2.8799251072780443
538,s,"At the intersection, make a right turn and go straight",538,1.2274309646101436,1.9066028466467604,2.577854715190815,1.90396284214924
538,s,Take a right turn at the intersection,538,1.3721860536210309,1.931862897982056,2.624550354130599,1.976199768577895
538,s,turn right at the intersection,50,2.261853483764825,4.128195163451462,5.3662636627521145,3.918770769989468
538,s,turn right at the intersection,50,2.261853483764825,4.128195163451462,5.3662636627521145,3.918770769989468
538,,turn right,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
539,d,Wait for the pedestrians to cross and then continue going straight until the stop lights,539,2.2118383864836084,4.939968826682282,6.437607432998162,4.529804882054684
539,ds,Slow down to allow the pedestrians to cross the road,539,2.12237998433412,4.879127060129886,6.366860625978063,4.456122556814023
539,,Go straight,539,2.044174761748097,4.735908133977308,6.116812126699115,4.29896500747484
539,d,slow down and stop for pedestrians,539,2.163679948934573,4.8493847590171,6.308249603336757,4.440438103762809
539,d,Slow down and stop to let the pedestrians cross. Proceed when they are no longer in the lane,539,2.1842482699848715,4.863447097875674,6.29320627596624,4.446967214608928
539,d,"let the pedestrians cross, then move ahead",539,2.0861700423144227,4.756063363737811,6.139586485575062,4.327273297209099
541,d,stop at the intersection to avoid hitting the pedestrians,541,2.5143705050753136,2.9175938727231494,3.96558252508088,3.132515634293114
541,d,Stop at the stop lights and wait for the pedestrians to cross,541,2.683347087305404,2.381821358721645,3.567547785370249,2.877572077132432
542,d,Wait at the intersection and proceed right or left when it's safe to turn,542,0.2737842215164174,0.3998113454983548,0.5410552566328544,0.4048836078825422
542,d,Wait at the intersection if there are cars crossing the intersection from the left and right side of the road,542,0.2560512154734616,0.3859513119785659,0.5260497495280393,0.3893507589933556
542,s,slowly approach the intersection,542,23.96268117346033,18.14656803063802,20.24424608747912,20.784498430525822
544,d,slow down and stop for pedestrians ,539,2.163679948934573,4.8493847590171,6.308249603336757,4.440438103762809
544,d,Stop at the intersection and allow the pedestrian to pass,544,1.2822803720164082,2.7640388317887314,3.1372210517150854,2.3945134185067416
544,d,slow down for the pedestrians,544,1.5187943172206837,3.076566736775413,3.627276260307319,2.7408791047678047
544,d,Slow down and stop to let the pedestrian and dog cross,544,1.1794144160413291,2.379613119751526,2.6208143732800084,2.059947303024288
546,d,Make a right turn when the stoplight is green,546,0.0777488188357235,0.1997626251042058,0.3742450201106525,0.2172521546835273
546,d,Wait for the light to turn green and then go,546,0.0816360787234908,0.2071909106641571,0.3706383610974024,0.2198217834950167
546,s,move ahead slowly when the signal turns green,546,0.0777488188357235,0.1997626251042058,0.3742450201106525,0.2172521546835273
546,d,Make a right turn when the light turns green.,546,0.0777488188357235,0.1997626251042058,0.3742450201106525,0.2172521546835273
546,d,Allow for the pedestrians to cross before continuing,546,0.0777488188357235,0.1997626251042058,0.3742450201106525,0.2172521546835273
